Interval Duration,Min Data Gap
0.7756741697685564,-0.4588105130577714
1.8084908730864935,0.08729135592027705
-0.47660357818338833,0.3499292575660578
0.28381920168168595,0.2288484884937058
-0.2525652523945449,1.0217505072493769
0.11543048688302544,-0.1118741540232244
0.5890580757148108,-0.021032508636372276
-0.5643016582365391,-0.34471800749220893
-1.0471814751877275,-1.2219213737373522
-0.7407767346860825,-0.3360419251731923
0.1779933982388661,0.22357983490690816
-1.1235457288758157,-1.2219213737373522
-0.5035074471403208,3.247443071744899
0.2959009828215897,-0.037780642226879
0.16904304625863342,-0.4634433444892783
-0.8117693688389315,-0.48017991767696155
-0.3942281316794047,-0.4661976104619707
-0.81051058207808,3.246821700093138
0.4942210535976566,-0.4829284034482424
-0.34383900326855965,0.351065067143464
0.10952124615064274,0.2128228800796662
-0.9686739315277704,-1.2219213737373522
-1.00680890936022,-1.2219213737373522
-0.3229711262829718,0.22688611011442125
1.4255467539965518,0.09863789129151608
0.48329289242975515,-0.46237400722810706
0.2519493783866756,0.0099204699234771
0.10934734590008628,-0.33903895960517777
-0.023894536216534354,0.22658553964101097
-0.6567175479920703,0.3615965941156483
0.9027079966377535,0.09495590299223972
-0.5155933614727993,0.009293318070303614
1.1410096638399887,0.07067327686153445
1.070291810452764,-0.48105561819083964
0.26936175329848283,-0.03490788212524593
-0.20430609589060547,0.2195076830123396
-0.4006688703606715,0.34736573823995276
0.49804639986628274,0.09736335688022808
-1.007008680334671,-0.46476701061256603
-0.19757404367341497,1.5385756560769799
0.8818271077496151,-0.13667988838169196
-0.15721556131690306,0.10160024451503107
-0.6639494103484047,0.22258853036479523
1.411817359831348,-0.46507625138809383
0.7980560198861907,-0.8497804464469279
1.124993236450035,0.09042711518614416
-0.10363055655846067,-0.34438853601173997
-0.5401079389590558,0.09710035771599405
1.733054138428443,-0.4636774426464536
-0.11070336754126656,-0.46193760202152095
-0.7408460804726161,0.22269835419161818
1.8020248760061581,0.09971589885480482
-1.047308073345483,-1.2219213737373522
1.2687035768715096,-0.20487470463735996
2.236583232402371,-0.019026778746499603
1.4293672016665708,-0.7198790900202657
0.07879570487403963,-0.33842625825553374
-0.12756801789630315,0.09540675870235531
0.4579193762939624,1.4614851098486492
-1.0054420472675965,0.9967453559422046
0.4222693656862362,0.10014652385997923
1.4447246144626456,0.09943555908633572
0.2835082937513336,0.07579453531233304
-0.9881755587455607,1.323555053661085
0.43059713639973124,0.22614624433371922
-0.1099489833557534,-0.4617757563819923
-0.35735408374469707,0.09533450618470861
0.19890505644950618,0.092909711692485
-0.34377868927320815,0.1057128578194815
0.26887281192499896,-0.2800028724864063
-1.0070001077871082,0.9771157919479471
-0.9999710780293545,-0.33841180775200447
-1.04694419931769,-1.2219213737373522
-0.5030247820963023,0.25833618599568015
-0.4343828629500972,0.09306577713060189
0.2693172066673985,0.08783758495368614
-0.8168461539704981,-0.46432771530527406
-1.0066921083996787,-0.4591428746389463
-0.7334357254295308,0.11900732106647578
1.7156463559528299,-0.4619462723236385
1.2097492487959254,-0.020584543026962644
-0.5041442649592605,0.2125772215196674
0.056745581730838664,0.22247870653797228
-0.19695238089391634,0.21173042201284803
0.2834048108557558,0.07535524000504111
-0.41415180378344907,0.2203833835262177
0.16259205113653252,-0.45910530332977006
0.888420927637358,-0.020783959975667676
0.852412707006478,-0.4671195525871428
0.2908967581818926,0.2140251619733075
1.643488773818699,0.025373838397754818
0.17658964357548224,-0.4684489989118422
-0.5129384741088878,-0.34104468949505046
0.9880992959905189,-0.3466861660729052
-1.039998139573846,0.35361413596603997
-0.4169161442099908,-0.3359899033604868
0.2760581375945645,0.07495640610763121
0.5101794632103559,-0.3338945803487322
-1.006547752821972,-1.2219213737373522
0.12262224196326302,1.5495956100684556
-1.1191146402731644,-1.2219213737373522
-1.0004442520385715,1.1377880505899889
1.2088243321463978,0.09067855394755471
-0.509949869714859,0.22382838356761262
0.7350525408181122,0.10530535361995406
-0.8167967087408063,-0.5926250658401792
-1.1236952892145426,-1.2219213737373522
0.8178099249322534,-0.0842476813758293
-1.0470593163849597,-1.2219213737373522
1.2083147248100397,0.0938143132134218
0.5823818981379838,0.07349112504975605
1.3965127600515073,0.011171883529118116
-0.9698489828686793,-1.2219213737373522
