Interval Duration,Data Packets,Missing Slots,Min Data Gap
-0.3274570876237257,-0.327395548892661,0.4883803588703045,-0.3046656573847719
-0.3274849468552258,-0.327395548892661,0.4883803588703045,-0.32071778017374714
-0.3275521704278831,-0.327395548892661,-0.04658114653384141,-0.3296190237947613
-0.3274562443172587,-0.327395548892661,1.0233418642744505,-0.2940247222646867
-0.32744717877273816,-0.327395548892661,1.0233418642744505,-0.3046656573847719
-0.3274784714662825,-0.327395548892661,1.0233418642744505,-0.29816582840971484
-0.32749157283460956,-0.327395548892661,-0.5815426519379874,-0.3214328680905432
-0.32753078658532636,-0.327395548892661,-0.5815426519379874,-0.30017234375833685
-0.3275821981617269,-0.327395548892661,-0.04658114653384141,-0.32065374244985506
-0.32744476932568956,-0.327395548892661,-0.5815426519379874,-0.3205897047259628
-0.3274442573181917,-0.327395548892661,1.0233418642744505,-0.3197038495454542
-0.3274611234475322,-0.327395548892661,1.0233418642744505,-0.3100021343757876
-0.3275461468102615,-0.327395548892661,1.0233418642744505,-0.31552005158449786
-0.32754503244100147,-0.327395548892661,-0.04658114653384141,-0.31983192499323854
2.460383771402747,2.4584251146073206,-3.256350178958717,3.138461316080491
-0.32756813301458043,-0.327395548892661,1.0233418642744505,-0.32611829488865507
-0.3274635027764928,-0.327395548892661,-0.04658114653384141,-0.31514649819512686
-0.3274365772057241,-0.327395548892661,1.0233418642744505,-0.31994932748704086
-0.3275516584203853,-0.327395548892661,-0.04658114653384141,-0.30430277694938296
-0.32747052029102197,-0.327395548892661,-0.5815426519379874,-0.3256593578674277
-0.3276005701954729,-0.327395548892661,-0.04658114653384141,-0.3321591868424848
-0.3275741566322021,-0.327395548892661,0.4883803588703045,-0.31797483100036517
-0.32742730083458677,-0.327395548892661,1.0233418642744505,-0.3041747015015986
-0.32755912770623613,-0.327395548892661,-0.5815426519379874,-0.3317322686832036
-0.32755930841476477,-0.327395548892661,-0.04658114653384141,-0.3095431973545604
-0.3274606415581225,-0.327395548892661,-0.5815426519379874,-0.3123395112978526
-0.3275851798524496,-0.327395548892661,1.0233418642744505,-0.326086276026709
-0.32744741971744307,-0.327395548892661,-0.04658114653384141,-0.31001280732976966
-0.32746711694706576,-0.327395548892661,0.4883803588703045,-0.30469767624671806
-0.32755789286462367,-0.327395548892661,1.0233418642744505,-0.3335680167681129
-0.32750295747191444,-0.327395548892661,-0.04658114653384141,-0.29907302949818754
-0.3275843666640707,-0.327395548892661,-0.5815426519379874,-0.32068576131180104
-0.32743937818791813,-0.327395548892661,-0.04658114653384141,-0.3040786449157602
-0.32745772010357604,-0.327395548892661,0.4883803588703045,-0.3151571711491089
-0.32756340447474747,-0.327395548892661,1.0233418642744505,-0.32899999246380346
-0.3275790959986518,-0.327395548892661,-0.04658114653384141,-0.31957577409766985
-0.3275522909002356,-0.327395548892661,-0.5815426519379874,-0.3185618434693769
-0.3274585031738668,-0.327395548892661,-0.04658114653384141,-0.30961790803243455
-0.3275560857793372,-0.327395548892661,1.0233418642744505,-0.32030153496844793
-0.327551025940535,-0.327395548892661,-0.04658114653384141,-0.33922468237858955
-0.3275573206209496,-0.327395548892661,1.0233418642744505,-0.3057436257369571
2.460336636594858,2.4584251146073206,-1.6514656627462792,3.1332849333992066
-0.3274297705178117,-0.327395548892661,1.0233418642744505,-0.298902262234475
-0.3275419001598382,-0.327395548892661,-0.04658114653384141,-0.3098527130200392
-0.32754096649910686,-0.327395548892661,-0.04658114653384141,-0.31484765548363
-0.3275726507277967,-0.327395548892661,0.4883803588703045,-0.32262823893653075
-0.32755849522638586,-0.327395548892661,-0.5815426519379874,-0.32081383675958536
-0.32757000033604317,-0.327395548892661,0.4883803588703045,-0.315221208873001
-0.3274789834737804,-0.327395548892661,-0.04658114653384141,-0.3047617139706103
2.4603456720212904,2.4584251146073206,-3.256350178958717,3.1442033653228245
3.5459600488180523,3.548528852498618,-3.256350178958717,3.0720862152662383
-0.3274253431588598,-0.327395548892661,-0.04658114653384141,-0.2991690860840259
-0.32758304146819395,-0.327395548892661,-0.5815426519379874,-0.3259368546709605
-0.32753440075589935,-0.327395548892661,-0.04658114653384141,-0.3256807037753918
2.4603682605873716,2.4584251146073206,-1.6514656627462792,3.154780262719017
-0.3275296722160664,-0.327395548892661,-0.04658114653384141,-0.3228523709701535
